x0,x1,x2,t
-4.94762,-5.72383,21.373,21.994
-4.95538,-5.7509,21.3442,21.995
-4.96334,-5.77813,21.3157,21.996
-4.97149,-5.80553,21.2875,21.997
-4.97983,-5.83309,21.2595,21.998
-4.98836,-5.86083,21.2318,21.999
-4.99708,-5.88873,21.2044,22
-5.006,-5.9168,21.1772,22.001
-5.01511,-5.94504,21.1503,22.002
-5.02441,-5.97344,21.1236,22.003
-5.0339,-6.00202,21.0972,22.004
-5.04358,-6.03077,21.0711,22.005
-5.05345,-6.05968,21.0452,22.006
-5.06351,-6.08877,21.0197,22.007
-5.07377,-6.11802,20.9944,22.008
-5.08421,-6.14745,20.9694,22.009
-5.09484,-6.17705,20.9446,22.01
-5.10566,-6.20682,20.9202,22.011
-5.11667,-6.23676,20.896,22.012
-5.12788,-6.26687,20.8721,22.013
-5.13927,-6.29715,20.8485,22.014
-5.15084,-6.32761,20.8252,22.015
-5.16261,-6.35824,20.8022,22.016
-5.17457,-6.38904,20.7795,22.017
-5.18671,-6.42001,20.7571,22.018
-5.19905,-6.45116,20.735,22.019
-5.21157,-6.48248,20.7132,22.02
-5.22428,-6.51397,20.6916,22.021
-5.23717,-6.54564,20.6704,22.022
-5.25026,-6.57748,20.6495,22.023
-5.26353,-6.60949,20.6289,22.024
-5.27699,-6.64168,20.6086,22.025
-5.29064,-6.67405,20.5886,22.026
-5.30447,-6.70658,20.569,22.027
-5.31849,-6.73929,20.5496,22.028
-5.3327,-6.77218,20.5306,22.029
-5.34709,-6.80524,20.5119,22.03
-5.36168,-6.83847,20.4935,22.031
-5.37644,-6.87188,20.4755,22.032
-5.3914,-6.90547,20.4578,22.033
-5.40654,-6.93922,20.4404,22.034
-5.42187,-6.97316,20.4233,22.035
-5.43738,-7.00726,20.4066,22.036
-5.45308,-7.04154,20.3902,22.037
-5.46896,-7.076,20.3742,22.038
-5.48503,-7.11063,20.3585,22.039
-5.50129,-7.14543,20.3431,22.04
-5.51773,-7.18041,20.3281,22.041
-5.53436,-7.21556,20.3134,22.042
-5.55117,-7.25088,20.2991,22.043
-5.56817,-7.28638,20.2852,22.044
-5.58535,-7.32205,20.2716,22.045
-5.60272,-7.3579,20.2584,22.046
-5.62027,-7.39391,20.2455,22.047
-5.638,-7.4301,20.233,22.048
-5.65592,-7.46646,20.2209,22.049
-5.67403,-7.50299,20.2091,22.05
-5.69232,-7.5397,20.1977,22.051
-5.71079,-7.57657,20.1867,22.052
-5.72945,-7.61361,20.1761,22.053
-5.74829,-7.65083,20.1658,22.054
-5.76732,-7.68821,20.156,22.055
-5.78653,-7.72576,20.1465,22.056
-5.80592,-7.76348,20.1374,22.057
-5.82549,-7.80136,20.1287,22.058
-5.84525,-7.83942,20.1204,22.059
-5.8652,-7.87764,20.1125,22.06
-5.88532,-7.91602,20.105,22.061
-5.90563,-7.95457,20.0979,22.062
-5.92612,-7.99328,20.0912,22.063
-5.94679,-8.03216,20.085,22.064
-5.96764,-8.07119,20.0791,22.065
-5.98868,-8.11039,20.0737,22.066
-6.00989,-8.14975,20.0686,22.067
-6.03129,-8.18927,20.064,22.068
-6.05287,-8.22894,20.0599,22.069
-6.07463,-8.26877,20.0561,22.07
-6.09657,-8.30876,20.0528,22.071
-6.1187,-8.3489,20.0499,22.072
-6.141,-8.3892,20.0474,22.073
-6.16348,-8.42964,20.0454,22.074
-6.18614,-8.47024,20.0439,22.075
-6.20898,-8.51099,20.0428,22.076
-6.232,-8.55189,20.0421,22.077
-6.2552,-8.59293,20.0419,22.078
-6.27858,-8.63411,20.0421,22.079
-6.30213,-8.67544,20.0428,22.08
-6.32587,-8.71692,20.044,22.081
-6.34978,-8.75853,20.0456,22.082
-6.37387,-8.80028,20.0477,22.083
-6.39813,-8.84216,20.0502,22.084
-6.42257,-8.88419,20.0533,22.085
-6.44719,-8.92634,20.0568,22.086
-6.47198,-8.96863,20.0608,22.087
-6.49694,-9.01104,20.0653,22.088
-6.52208,-9.05358,20.0703,22.089
-6.5474,-9.09624,20.0757,22.09
-6.57289,-9.13903,20.0817,22.091
-6.59855,-9.18194,20.0881,22.092
-6.62438,-9.22496,20.0951,22.093
-6.65039,-9.2681,20.1025,22.094
-6.67657,-9.31136,20.1105,22.095
-6.70291,-9.35472,20.119,22.096
-6.72943,-9.39819,20.128,22.097
-6.75612,-9.44177,20.1375,22.098
-6.78298,-9.48545,20.1475,22.099
-6.81,-9.52922,20.158,22.1
-6.83719,-9.5731,20.1691,22.101
-6.86455,-9.61707,20.1807,22.102
-6.89208,-9.66113,20.1928,22.103
-6.91977,-9.70527,20.2055,22.104
-6.94762,-9.7495,20.2187,22.105
-6.97564,-9.79382,20.2325,22.106
-7.00382,-9.83821,20.2468,22.107
-7.03217,-9.88267,20.2616,22.108
-7.06067,-9.9272,20.277,22.109
-7.08934,-9.97181,20.293,22.11
-7.11816,-10.0165,20.3095,22.111
-7.14715,-10.0612,20.3265,22.112
-7.17629,-10.106,20.3442,22.113
-7.20558,-10.1508,20.3624,22.114
-7.23504,-10.1957,20.3812,22.115
-7.26464,-10.2406,20.4005,22.116
-7.2944,-10.2856,20.4204,22.117
-7.32431,-10.3306,20.4409,22.118
-7.35438,-10.3756,20.462,22.119
-7.38459,-10.4207,20.4837,22.12
-7.41495,-10.4658,20.506,22.121
-7.44546,-10.5109,20.5288,22.122
-7.47611,-10.556,20.5523,22.123
-7.50691,-10.6011,20.5763,22.124
-7.53785,-10.6462,20.6009,22.125
-7.56894,-10.6914,20.6262,22.126
-7.60016,-10.7365,20.652,22.127
-7.63153,-10.7816,20.6785,22.128
-7.66303,-10.8267,20.7056,22.129
-7.69466,-10.8718,20.7332,22.13
-7.72643,-10.9168,20.7615,22.131
-7.75834,-10.9618,20.7905,22.132
-7.79037,-11.0068,20.82,22.133
-7.82254,-11.0517,20.8501,22.134
-7.85483,-11.0966,20.8809,22.135
-7.88725,-11.1414,20.9123,22.136
-7.91979,-11.1862,20.9444,22.137
-7.95245,-11.2309,20.9771,22.138
-7.98524,-11.2755,21.0104,22.139
-8.01814,-11.32,21.0443,22.14
-8.05116,-11.3645,21.0789,22.141
-8.08429,-11.4088,21.1141,22.142
-8.11754,-11.4531,21.1499,22.143
-8.15089,-11.4973,21.1864,22.144
-8.18436,-11.5413,21.2236,22.145
-8.21792,-11.5852,21.2614,22.146
-8.2516,-11.629,21.2998,22.147
-8.28537,-11.6727,21.3389,22.148
-8.31924,-11.7162,21.3786,22.149
-8.35321,-11.7595,21.419,22.15
-8.38728,-11.8028,21.4601,22.151
-8.42143,-11.8458,21.5018,22.152
-8.45568,-11.8887,21.5441,22.153
-8.49001,-11.9314,21.5871,22.154
-8.52442,-11.9739,21.6308,22.155
-8.55891,-12.0162,21.6751,22.156
-8.59349,-12.0583,21.7201,22.157
-8.62814,-12.1002,21.7657,22.158
-8.66286,-12.1419,21.812,22.159
-8.69765,-12.1834,21.8589,22.16
-8.73251,-12.2246,21.9065,22.161
-8.76743,-12.2656,21.9548,22.162
-8.80241,-12.3064,22.0037,22.163
-8.83745,-12.3468,22.0533,22.164
-8.87254,-12.387,22.1035,22.165
-8.90769,-12.427,22.1544,22.166
-8.94288,-12.4666,22.206,22.167
-8.97812,-12.506,22.2582,22.168
-9.0134,-12.545,22.311,22.169
-9.04871,-12.5837,22.3645,22.17
-9.08406,-12.6221,22.4187,22.171
-9.11944,-12.6602,22.4735,22.172
-9.15485,-12.698,22.5289,22.173
-9.19028,-12.7354,22.585,22.174
-9.22573,-12.7724,22.6418,22.175
-9.2612,-12.809,22.6991,22.176
-9.29668,-12.8453,22.7572,22.177
-9.33216,-12.8812,22.8158,22.178
-9.36765,-12.9167,22.8751,22.179
-9.40314,-12.9518,22.935,22.18
-9.43863,-12.9865,22.9956,22.181
-9.47411,-13.0207,23.0568,22.182
-9.50958,-13.0545,23.1186,22.183
-9.54503,-13.0879,23.181,22.184
-9.58045,-13.1208,23.244,22.185
-9.61586,-13.1533,23.3076,22.186
-9.65123,-13.1852,23.3719,22.187
-9.68657,-13.2167,23.4367,22.188
-9.72187,-13.2477,23.5022,22.189
-9.75713,-13.2782,23.5682,22.19
-9.79234,-13.3081,23.6349,22.191
-9.8275,-13.3376,23.7021,22.192
-9.8626,-13.3665,23.7699,22.193
-9.89764,-13.3948,23.8382,22.194
-9.93261,-13.4226,23.9072,22.195
-9.96751,-13.4499,23.9766,22.196
-10.0023,-13.4765,24.0467,22.197
-10.0371,-13.5026,24.1173,22.198
-10.0717,-13.528,24.1884,22.199
-10.1063,-13.5529,24.2601,22.2
-10.1408,-13.5772,24.3323,22.201
-10.1751,-13.6008,24.405,22.202
-10.2094,-13.6237,24.4782,22.203
-10.2435,-13.6461,24.552,22.204
-10.2776,-13.6678,24.6262,22.205
-10.3115,-13.6888,24.7009,22.206
-10.3452,-13.7091,24.7761,22.207
-10.3789,-13.7287,24.8518,22.208
-10.4124,-13.7477,24.9279,22.209
-10.4457,-13.7659,25.0045,22.21
-10.4789,-13.7834,25.0815,22.211
-10.512,-13.8002,25.159,22.212
-10.5448,-13.8163,25.2369,22.213
-10.5776,-13.8316,25.3152,22.214
-10.6101,-13.8462,25.3939,22.215
-10.6425,-13.86,25.473,22.216
-10.6746,-13.873,25.5525,22.217
-10.7066,-13.8853,25.6324,22.218
-10.7384,-13.8967,25.7126,22.219
-10.77,-13.9074,25.7932,22.22
-10.8014,-13.9173,25.8741,22.221
-10.8325,-13.9263,25.9553,22.222
-10.8635,-13.9345,26.0369,22.223
-10.8942,-13.9419,26.1188,22.224
-10.9247,-13.9485,26.2009,22.225
-10.9549,-13.9542,26.2833,22.226
-10.9849,-13.959,26.366,22.227
-11.0146,-13.963,26.449,22.228
-11.0441,-13.9662,26.5321,22.229
-11.0733,-13.9684,26.6155,22.23
-11.1023,-13.9698,26.6992,22.231
-11.131,-13.9702,26.783,22.232
-11.1593,-13.9698,26.867,22.233
-11.1875,-13.9685,26.9511,22.234
-11.2153,-13.9663,27.0354,22.235
-11.2428,-13.9631,27.1199,22.236
-11.27,-13.959,27.2045,22.237
-11.2969,-13.954,27.2891,22.238
-11.3234,-13.9481,27.3739,22.239
-11.3497,-13.9413,27.4588,22.24
-11.3756,-13.9335,27.5437,22.241
-11.4012,-13.9247,27.6286,22.242
-11.4264,-13.915,27.7136,22.243
-11.4513,-13.9044,27.7986,22.244
-11.4758,-13.8928,27.8836,22.245
-11.5,-13.8802,27.9686,22.246
-11.5238,-13.8667,28.0536,22.247
-11.5472,-13.8522,28.1385,22.248
-11.5703,-13.8368,28.2233,22.249
-11.5929,-13.8204,28.308,22.25
-11.6152,-13.803,28.3927,22.251
-11.6371,-13.7846,28.4772,22.252
-11.6586,-13.7653,28.5615,22.253
-11.6796,-13.745,28.6458,22.254
-11.7003,-13.7237,28.7298,22.255
-11.7205,-13.7014,28.8137,22.256
-11.7403,-13.6782,28.8973,22.257
-11.7597,-13.654,28.9808,22.258
-11.7787,-13.6288,29.064,22.259
-11.7972,-13.6026,29.1469,22.26
-11.8152,-13.5755,29.2295,22.261
-11.8328,-13.5474,29.3119,22.262
-11.85,-13.5183,29.3939,22.263
-11.8666,-13.4883,29.4756,22.264
-11.8829,-13.4573,29.557,22.265
-11.8986,-13.4253,29.638,22.266
-11.9139,-13.3924,29.7186,22.267
-11.9287,-13.3585,29.7988,22.268
-11.943,-13.3237,29.8786,22.269
-11.9568,-13.2879,29.9579,22.27
-11.9701,-13.2512,30.0368,22.271
-11.9829,-13.2136,30.1153,22.272
-11.9952,-13.1751,30.1932,22.273
-12.007,-13.1356,30.2706,22.274
-12.0183,-13.0952,30.3475,22.275
-12.029,-13.0539,30.4239,22.276
-12.0393,-13.0117,30.4997,22.277
-12.049,-12.9685,30.5749,22.278
-12.0582,-12.9246,30.6495,22.279
-12.0669,-12.8797,30.7235,22.28
-12.075,-12.8339,30.7969,22.281
-12.0826,-12.7873,30.8696,22.282
-12.0896,-12.7399,30.9417,22.283
-12.0961,-12.6916,31.0131,22.284
-12.1021,-12.6424,31.0838,22.285
-12.1075,-12.5925,31.1538,22.286
-12.1124,-12.5417,31.2231,22.287
-12.1166,-12.4901,31.2917,22.288
-12.1204,-12.4377,31.3595,22.289
-12.1236,-12.3846,31.4265,22.29
-12.1262,-12.3306,31.4927,22.291
-12.1282,-12.276,31.5582,22.292
-12.1297,-12.2205,31.6228,22.293
-12.1306,-12.1644,31.6866,22.294
-12.1309,-12.1075,31.7495,22.295
-12.1307,-12.0499,31.8116,22.296
-12.1299,-11.9916,31.8729,22.297
-12.1285,-11.9326,31.9332,22.298
-12.1265,-11.873,31.9927,22.299
-12.124,-11.8127,32.0513,22.3
-12.1209,-11.7518,32.1089,22.301
-12.1172,-11.6902,32.1656,22.302
-12.1129,-11.6281,32.2214,22.303
-12.1081,-11.5653,32.2762,22.304
-12.1027,-11.502,32.3301,22.305
-12.0967,-11.438,32.3829,22.306
-12.0901,-11.3736,32.4348,22.307
-12.0829,-11.3086,32.4857,22.308
-12.0752,-11.2431,32.5356,22.309
-12.0668,-11.1771,32.5845,22.31
-12.0579,-11.1106,32.6324,22.311
-12.0485,-11.0436,32.6792,22.312
-12.0384,-10.9762,32.7251,22.313
-12.0278,-10.9083,32.7698,22.314
-12.0166,-10.8401,32.8135,22.315
-12.0048,-10.7714,32.8562,22.316
-11.9925,-10.7023,32.8978,22.317
-11.9796,-10.6329,32.9383,22.318
-11.9661,-10.5631,32.9777,22.319
-11.9521,-10.4929,33.016,22.32
-11.9375,-10.4225,33.0533,22.321
-11.9224,-10.3518,33.0895,22.322
-11.9067,-10.2807,33.1245,22.323
-11.8904,-10.2094,33.1585,22.324
-11.8736,-10.1379,33.1914,22.325
-11.8562,-10.0661,33.2231,22.326
-11.8383,-9.99411,33.2538,22.327
-11.8199,-9.92192,33.2833,22.328
-11.8009,-9.84955,33.3117,22.329
-11.7814,-9.77702,33.339,22.33
-11.7613,-9.70434,33.3652,22.331
-11.7408,-9.63154,33.3902,22.332
-11.7197,-9.55862,33.4141,22.333
-11.6981,-9.48561,33.4369,22.334
-11.676,-9.41252,33.4586,22.335
-11.6533,-9.33937,33.4792,22.336
-11.6302,-9.26618,33.4986,22.337
-11.6065,-9.19297,33.517,22.338
-11.5824,-9.11974,33.5342,22.339
-11.5578,-9.04652,33.5503,22.34
-11.5327,-8.97333,33.5653,22.341
-11.5071,-8.90017,33.5791,22.342
-11.481,-8.82707,33.5919,22.343
-11.4545,-8.75405,33.6035,22.344
-11.4275,-8.68111,33.6141,22.345
-11.4,-8.60827,33.6235,22.346
-11.3721,-8.53555,33.6319,22.347
-11.3437,-8.46297,33.6392,22.348
-11.3149,-8.39054,33.6453,22.349
-11.2857,-8.31827,33.6505,22.35
-11.256,-8.24619,33.6545,22.351
-11.2259,-8.17429,33.6574,22.352
-11.1954,-8.10261,33.6593,22.353
-11.1644,-8.03115,33.6602,22.354
-11.1331,-7.95992,33.66,22.355
-11.1014,-7.88895,33.6587,22.356
-11.0693,-7.81824,33.6564,22.357
-11.0367,-7.74781,33.6531,22.358
-11.0039,-7.67767,33.6488,22.359
-10.9706,-7.60783,33.6434,22.36
-10.937,-7.53832,33.637,22.361
-10.903,-7.46913,33.6297,22.362
-10.8686,-7.40028,33.6213,22.363
-10.834,-7.33178,33.612,22.364
-10.7989,-7.26365,33.6017,22.365
-10.7636,-7.19589,33.5904,22.366
-10.7279,-7.12852,33.5782,22.367
-10.6919,-7.06155,33.565,22.368
-10.6556,-6.99499,33.5509,22.369
-10.619,-6.92885,33.5358,22.37
-10.5821,-6.86313,33.5199,22.371
-10.5449,-6.79786,33.503,22.372
-10.5074,-6.73303,33.4852,22.373
-10.4697,-6.66866,33.4666,22.374
-10.4317,-6.60476,33.447,22.375
-10.3934,-6.54134,33.4266,22.376
-10.3549,-6.47839,33.4054,22.377
-10.3161,-6.41594,33.3832,22.378
-10.2771,-6.35399,33.3603,22.379
-10.2379,-6.29255,33.3365,22.38
-10.1984,-6.23162,33.3119,22.381
-10.1588,-6.17122,33.2866,22.382
-10.1189,-6.11134,33.2604,22.383
-10.0788,-6.052,33.2334,22.384
-10.0386,-5.9932,33.2057,22.385
-9.9981,-5.93495,33.1772,22.386
-9.95747,-5.87725,33.1479,22.387
-9.91667,-5.82012,33.1179,22.388
-9.8757,-5.76354,33.0872,22.389
-9.83458,-5.70754,33.0558,22.39
-9.79331,-5.65211,33.0237,22.391
-9.7519,-5.59726,32.9909,22.392
-9.71035,-5.54299,32.9574,22.393
-9.66868,-5.48931,32.9232,22.394
-9.62689,-5.43622,32.8884,22.395
-9.58498,-5.38373,32.8529,22.396
-9.54297,-5.33183,32.8168,22.397
-9.50086,-5.28053,32.78,22.398
-9.45865,-5.22983,32.7427,22.399
-9.41636,-5.17975,32.7047,22.4
-9.374,-5.13026,32.6662,22.401
-9.33156,-5.08139,32.627,22.402
-9.28906,-5.03313,32.5873,22.403
-9.2465,-4.98549,32.5471,22.404
-9.20389,-4.93846,32.5063,22.405
-9.16124,-4.89205,32.465,22.406
-9.11854,-4.84625,32.4231,22.407
-9.07582,-4.80107,32.3807,22.408
-9.03307,-4.75651,32.3378,22.409
-8.99031,-4.71257,32.2945,22.41
-8.94753,-4.66925,32.2506,22.411
-8.90475,-4.62655,32.2063,22.412
-8.86197,-4.58447,32.1615,22.413
-8.81919,-4.543,32.1162,22.414
-8.77643,-4.50216,32.0705,22.415
-8.73369,-4.46193,32.0244,22.416
-8.69097,-4.42232,31.9779,22.417
-8.64828,-4.38333,31.9309,22.418
-8.60563,-4.34495,31.8836,22.419
-8.56303,-4.30718,31.8359,22.42
-8.52047,-4.27003,31.7877,22.421
-8.47796,-4.23348,31.7392,22.422
-8.43552,-4.19755,31.6904,22.423
-8.39314,-4.16222,31.6412,22.424
-8.35083,-4.1275,31.5916,22.425
-8.3086,-4.09338,31.5418,22.426
-8.26644,-4.05986,31.4916,22.427
-8.22438,-4.02693,31.441,22.428
-8.1824,-3.99461,31.3902,22.429
-8.14053,-3.96287,31.3391,22.43
-8.09875,-3.93173,31.2877,22.431
-8.05708,-3.90117,31.236,22.432
-8.01552,-3.8712,31.184,22.433
-7.97408,-3.8418,31.1318,22.434
-7.93275,-3.81299,31.0793,22.435
-7.89156,-3.78475,31.0265,22.436
-7.85049,-3.75708,30.9736,22.437
-7.80955,-3.72998,30.9204,22.438
-7.76876,-3.70344,30.8669,22.439
-7.7281,-3.67747,30.8133,22.44
-7.6876,-3.65205,30.7594,22.441
-7.64724,-3.62718,30.7054,22.442
-7.60704,-3.60287,30.6511,22.443
-7.567,-3.5791,30.5967,22.444
-7.52712,-3.55587,30.5421,22.445
-7.48741,-3.53318,30.4873,22.446
-7.44787,-3.51102,30.4324,22.447
-7.4085,-3.48939,30.3773,22.448
-7.36931,-3.46829,30.322,22.449
-7.3303,-3.44771,30.2666,22.45
-7.29147,-3.42765,30.2111,22.451
-7.25283,-3.4081,30.1554,22.452
-7.21439,-3.38906,30.0996,22.453
-7.17613,-3.37052,30.0437,22.454
-7.13808,-3.35249,29.9877,22.455
-7.10022,-3.33495,29.9315,22.456
-7.06257,-3.3179,29.8753,22.457
-7.02512,-3.30133,29.819,22.458
-6.98788,-3.28525,29.7625,22.459
-6.95086,-3.26965,29.706,22.46
-6.91404,-3.25452,29.6494,22.461
-6.87745,-3.23987,29.5928,22.462
-6.84107,-3.22567,29.536,22.463
-6.80492,-3.21194,29.4792,22.464
-6.76899,-3.19866,29.4224,22.465
-6.73329,-3.18583,29.3655,22.466
-6.69781,-3.17345,29.3085,22.467
-6.66257,-3.16152,29.2515,22.468
-6.62756,-3.15002,29.1945,22.469
-6.59278,-3.13895,29.1374,22.47
-6.55824,-3.12831,29.0803,22.471
-6.52394,-3.1181,29.0232,22.472
-6.48989,-3.1083,28.966,22.473
-6.45607,-3.09893,28.9089,22.474
-6.4225,-3.08996,28.8517,22.475
-6.38917,-3.0814,28.7945,22.476
-6.3561,-3.07324,28.7373,22.477
-6.32327,-3.06548,28.6801,22.478
-6.29069,-3.05812,28.6229,22.479
-6.25836,-3.05114,28.5657,22.48
-6.22629,-3.04455,28.5086,22.481
-6.19447,-3.03834,28.4514,22.482
-6.16291,-3.0325,28.3943,22.483
-6.13161,-3.02704,28.3371,22.484
-6.10056,-3.02195,28.28,22.485
-6.06978,-3.01722,28.223,22.486
-6.03925,-3.01285,28.1659,22.487
-6.00899,-3.00883,28.1089,22.488
-5.97899,-3.00517,28.0519,22.489
-5.94925,-3.00185,27.995,22.49
-5.91977,-2.99888,27.9381,22.491
-5.89056,-2.99625,27.8813,22.492
-5.86162,-2.99395,27.8245,22.493
-5.83294,-2.99198,27.7677,22.494
-5.80453,-2.99035,27.7111,22.495
-5.77639,-2.98903,27.6544,22.496
-5.74852,-2.98804,27.5979,22.497
-5.72091,-2.98736,27.5413,22.498
-5.69358,-2.987,27.4849,22.499
-5.66651,-2.98695,27.4285,22.5
-5.63972,-2.9872,27.3722,22.501
-5.61319,-2.98775,27.316,22.502
-5.58694,-2.9886,27.2598,22.503
-5.56095,-2.98975,27.2037,22.504
-5.53524,-2.99119,27.1477,22.505
-5.5098,-2.99291,27.0918,22.506
-5.48463,-2.99493,27.0359,22.507
-5.45974,-2.99722,26.9802,22.508
-5.43511,-2.99979,26.9245,22.509
-5.41076,-3.00263,26.8689,22.51
-5.38668,-3.00575,26.8134,22.511
-5.36287,-3.00914,26.758,22.512
-5.33933,-3.01279,26.7027,22.513
-5.31606,-3.0167,26.6475,22.514
-5.29307,-3.02088,26.5924,22.515
-5.27035,-3.02531,26.5374,22.516
-5.2479,-3.02999,26.4825,22.517
-5.22572,-3.03492,26.4277,22.518
-5.20381,-3.0401,26.373,22.519
-5.18217,-3.04553,26.3184,22.52
-5.16081,-3.0512,26.2639,22.521
-5.13971,-3.05711,26.2095,22.522
-5.11889,-3.06325,26.1552,22.523
-5.09833,-3.06963,26.1011,22.524
-5.07804,-3.07625,26.0471,22.525
-5.05802,-3.08309,25.9931,22.526
-5.03828,-3.09015,25.9393,22.527
-5.01879,-3.09745,25.8856,22.528
-4.99958,-3.10496,25.8321,22.529
-4.98063,-3.11269,25.7786,22.53
-4.96195,-3.12064,25.7253,22.531
-4.94354,-3.12881,25.6721,22.532
-4.92539,-3.13719,25.619,22.533
-4.90751,-3.14578,25.5661,22.534
-4.8899,-3.15458,25.5132,22.535
-4.87254,-3.16358,25.4605,22.536
-4.85545,-3.17279,25.408,22.537
-4.83863,-3.18221,25.3555,22.538
-4.82206,-3.19182,25.3032,22.539
-4.80576,-3.20163,25.2511,22.54
-4.78972,-3.21164,25.199,22.541
-4.77394,-3.22185,25.1471,22.542
-4.75842,-3.23224,25.0954,22.543
-4.74315,-3.24283,25.0438,22.544
-4.72815,-3.25361,24.9923,22.545
-4.71341,-3.26458,24.9409,22.546
-4.69892,-3.27573,24.8897,22.547
-4.68469,-3.28707,24.8387,22.548
-4.67071,-3.2986,24.7877,22.549
-4.65699,-3.3103,24.737,22.55
-4.64352,-3.32219,24.6863,22.551
-4.63031,-3.33425,24.6358,22.552
-4.61735,-3.34649,24.5855,22.553
-4.60464,-3.35891,24.5353,22.554
-4.59218,-3.37151,24.4853,22.555
-4.57998,-3.38428,24.4354,22.556
-4.56802,-3.39722,24.3856,22.557
-4.55631,-3.41033,24.336,22.558
-4.54485,-3.42362,24.2866,22.559
-4.53364,-3.43707,24.2373,22.56
-4.52267,-3.45069,24.1882,22.561
-4.51195,-3.46448,24.1392,22.562
-4.50148,-3.47843,24.0904,22.563
-4.49125,-3.49255,24.0417,22.564
-4.48126,-3.50684,23.9932,22.565
-4.47152,-3.52129,23.9449,22.566
-4.46201,-3.5359,23.8967,22.567
-4.45275,-3.55067,23.8487,22.568
-4.44373,-3.56561,23.8008,22.569
-4.43495,-3.5807,23.7531,22.57
-4.42641,-3.59596,23.7056,22.571
-4.4181,-3.61137,23.6582,22.572
-4.41004,-3.62694,23.611,22.573
-4.40221,-3.64267,23.5639,22.574
-4.39461,-3.65855,23.517,22.575
-4.38725,-3.6746,23.4703,22.576
-4.38012,-3.6908,23.4238,22.577
-4.37323,-3.70715,23.3774,22.578
-4.36657,-3.72366,23.3312,22.579
-4.36014,-3.74032,23.2852,22.58
-4.35394,-3.75714,23.2393,22.581
-4.34797,-3.77411,23.1936,22.582
-4.34223,-3.79123,23.1481,22.583
-4.33672,-3.80851,23.1028,22.584
-4.33144,-3.82594,23.0576,22.585
-4.32639,-3.84352,23.0126,22.586
-4.32156,-3.86125,22.9678,22.587
-4.31696,-3.87914,22.9231,22.588
-4.31258,-3.89718,22.8787,22.589
-4.30842,-3.91537,22.8344,22.59
-4.30449,-3.93371,22.7903,22.591
-4.30079,-3.9522,22.7464,22.592
-4.2973,-3.97084,22.7026,22.593
-4.29403,-3.98963,22.6591,22.594
-4.29099,-4.00858,22.6157,22.595
-4.28817,-4.02767,22.5725,22.596
-4.28556,-4.04692,22.5295,22.597
-4.28318,-4.06632,22.4867,22.598
-4.28101,-4.08586,22.4441,22.599
-4.27906,-4.10556,22.4017,22.6
-4.27732,-4.12541,22.3594,22.601
-4.2758,-4.14541,22.3174,22.602
-4.2745,-4.16557,22.2755,22.603
-4.27341,-4.18587,22.2338,22.604
-4.27253,-4.20633,22.1924,22.605
-4.27187,-4.22693,22.1511,22.606
-4.27142,-4.24769,22.11,22.607
-4.27118,-4.2686,22.0691,22.608
-4.27116,-4.28967,22.0284,22.609
-4.27134,-4.31088,21.9879,22.61
-4.27174,-4.33225,21.9476,22.611
-4.27234,-4.35377,21.9075,22.612
-4.27316,-4.37545,21.8676,22.613
-4.27418,-4.39728,21.828,22.614
-4.27541,-4.41926,21.7885,22.615
-4.27685,-4.4414,21.7492,22.616
-4.2785,-4.46369,21.7101,22.617
-4.28035,-4.48614,21.6712,22.618
-4.28241,-4.50874,21.6326,22.619
-4.28467,-4.5315,21.5941,22.62
-4.28714,-4.55442,21.5559,22.621
-4.28981,-4.57749,21.5179,22.622
-4.29269,-4.60072,21.4801,22.623
-4.29577,-4.6241,21.4424,22.624
-4.29905,-4.64765,21.4051,22.625
-4.30254,-4.67135,21.3679,22.626
-4.30622,-4.69522,21.3309,22.627
-4.31011,-4.71924,21.2942,22.628
-4.31421,-4.74343,21.2577,22.629
-4.3185,-4.76777,21.2214,22.63
-4.32299,-4.79228,21.1853,22.631
-4.32768,-4.81694,21.1495,22.632
-4.33258,-4.84177,21.1139,22.633
-4.33767,-4.86677,21.0785,22.634
-4.34296,-4.89192,21.0433,22.635
-4.34845,-4.91724,21.0083,22.636
-4.35414,-4.94273,20.9736,22.637
-4.36002,-4.96838,20.9392,22.638
-4.36611,-4.9942,20.9049,22.639
-4.37239,-5.02018,20.8709,22.64
-4.37887,-5.04633,20.8371,22.641
-4.38554,-5.07265,20.8036,22.642
-4.39241,-5.09914,20.7703,22.643
-4.39948,-5.12579,20.7372,22.644
-4.40674,-5.15262,20.7044,22.645
-4.4142,-5.17962,20.6718,22.646
-4.42185,-5.20679,20.6395,22.647
-4.4297,-5.23413,20.6074,22.648
-4.43775,-5.26164,20.5756,22.649
-4.44599,-5.28933,20.544,22.65
-4.45442,-5.31719,20.5127,22.651
-4.46305,-5.34522,20.4816,22.652
-4.47187,-5.37343,20.4507,22.653
-4.48089,-5.40182,20.4202,22.654
-4.49009,-5.43038,20.3899,22.655
-4.4995,-5.45912,20.3598,22.656
-4.50909,-5.48804,20.33,22.657
-4.51888,-5.51713,20.3005,22.658
-4.52887,-5.54641,20.2712,22.659
-4.53904,-5.57587,20.2422,22.66
-4.54941,-5.6055,20.2135,22.661
-4.55997,-5.63532,20.185,22.662
-4.57072,-5.66532,20.1568,22.663
-4.58167,-5.69551,20.1289,22.664
-4.59281,-5.72587,20.1012,22.665
